time_s,bbm92_visible_a,bbm92_visible_b,bbm92_common_visibility,bbm92_eta_a,bbm92_eta_b,bbm92_singles_a_hz,bbm92_singles_b_hz,bbm92_true_coincidence_hz,bbm92_accepted_true_hz,bbm92_accidental_coincidence_hz,bbm92_coincidence_hz,bbm92_qber,bbm92_sifted_rate_bps,bbm92_key_rate_bps,bbm92_cumulative_key_bits,trusted_detection_a_hz,trusted_detection_b_hz,trusted_qber_a,trusted_qber_b,trusted_simultaneous_rate_bps,trusted_simultaneous_bits,trusted_generated_a_bits,trusted_generated_b_bits,trusted_delivered_bits,trusted_delivered_step_bits,trusted_pool_a_bits,trusted_pool_b_bits,link_a_elevation_deg,link_a_distance_km,link_a_key_rate_bps,link_b_elevation_deg,link_b_distance_km,link_b_key_rate_bps
394.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-6.604672895443612,3408.2185784088306,0.0,1.514961252081943,2410.2010174526163,0.0
396.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-6.704239142916152,3422.248032770761,0.0,1.3794800105460563,2424.321122322621,0.0
398.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-6.803511026262097,3436.2746259025075,0.0,1.2448322771312772,2438.442028884389,0.0
400.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-6.9024921951957126,3450.2983241769775,0.0,1.1110036989130552,2452.56365448335,0.0
402.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.001186239802436,3464.3190942394012,0.0,0.9779802457448807,2466.6859179561807,0.0
404.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.099596691743048,3478.3369030019,0.0,0.8457482013754544,2480.808739588922,0.0
406.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.19772702542908,3492.3517176381865,0.0,0.7142941548525918,2494.9320410764863,0.0
408.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.295580659170061,3506.363505578387,0.0,0.5836049922036038,2509.0557454835025,0.0
410.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.393160956293458,3520.3722345039964,0.0,0.4536678883819241,2523.179777206454,0.0
412.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.4904712262382995,3534.3778723429564,0.0,0.3244702994699026,2537.3040619370604,0.0
414.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.587514725622722,3548.3803872648427,0.0,0.19599995512920232,2551.4285266268407,0.0
416.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.684294659286578,3562.379747676176,0.0,0.06824485128912706,2565.5530994528394,0.0
418.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.78081418130961,3576.375922215838,0.0,-0.05880675693529462,2579.6777097844492,0.0
420.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.877076396005795,3590.3688797506015,0.0,-0.18516636210375728,2593.802288151306,0.0
422.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-7.973084358894608,3604.3585893707636,0.0,-0.31084521109762775,2607.9267662122033,0.0
424.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.068841077649823,3618.3450203858847,0.0,-0.4358543115610328,2622.0510767250025,0.0
426.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.164349513026323,3632.3281423206186,0.0,-0.5602044381431525,2636.175153517488,0.0
428.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.259612579765626,3646.3079249106527,0.0,-0.683906138548912,2650.298931459147,0.0
430.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.354633147480738,3660.284338098735,0.0,-0.8069697394048703,2664.42234643383,0.0
432.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.44941404152073,3674.2573520307965,0.0,-0.9294053519465119,2678.545335313266,0.0
434.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.543958043815552,3688.2269370521553,0.0,-1.0512228775331642,2692.6678359313955,0.0
436.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.638267893701896,3702.193063703826,0.0,-1.1724320129969044,2706.7897870595057,0.0
438.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.732346288730339,3716.155702718893,0.0,-1.2930422558308061,2720.91112838212,0.0
440.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.826195885454176,3730.1148250189794,0.0,-1.413062909221933,2735.0318004736314,0.0
442.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-8.919819300200658,3744.0704017107983,0.0,-1.5325030869347518,2749.15174477565,0.0
444.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.0132191098252,3758.02240408277,0.0,-1.6513717180501517,2763.270903575028,0.0
446.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.106397852448346,3771.97080360173,0.0,-1.7696775515641225,2777.3892199825586,0.0
448.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.19935802817684,3785.9155719097025,0.0,-1.8874291608520453,2791.5066379123077,0.0
450.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.292102099808423,3799.856680820749,0.0,-2.0046349480020393,2805.623102061565,0.0
452.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.384632493521265,3813.794102317886,0.0,-2.1213031480224256,2819.738557891397,0.0
454.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.476951599548242,3827.727808550077,0.0,-2.237441832927262,2833.8529516077647,0.0
456.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.5690617728364,3841.657771829284,0.0,-2.353058915703926,2847.9662301432118,0.0
458.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.66096533369209,3855.58396462759,0.0,-2.4681621541668184,2862.078341139081,0.0
460.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.752664568412035,3869.506359574381,0.0,-2.582759154700791,2876.1892329282523,0.0
462.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.844161729900874,3883.4249294535957,0.0,-2.6968573758981367,2890.2988545183857,0.0
464.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-9.935459038275104,3897.339647201028,0.0,-2.810464132092129,2904.407155575647,0.0
466.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.02655868145431,3911.2504859016967,0.0,-2.923586596791169,2918.514086408902,0.0
468.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.117462815739644,3925.1574187872657,0.0,-3.0362318060162456,2932.619597954369,0.0
470.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.208173566379793,3939.060419233524,0.0,-3.1484066615448403,2946.7236417607037,0.0
472.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.298693028125138,3952.95946075792,0.0,-3.2601179340646773,2960.826169974512,0.0
474.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.389023265769982,3966.8545170171496,0.0,-3.3713722662397463,2974.9271353262734,0.0
476.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.479166314683384,3980.745561804791,0.0,-3.482176175691663,2989.026491116659,0.0
478.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.56912418132881,3994.6325690490007,0.0,-3.592536057898994,3003.124191203238,0.0
480.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.658898843772816,4008.5155128102456,0.0,-3.70245818901707,3017.2201899875463,0.0
482.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.748492252183214,4022.3943672790992,0.0,-3.8119487286209663,3031.314442402532,0.0
484.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.837906329316644,4036.2691067740657,0.0,-3.9210137223737336,3045.4069039003284,0.0
486.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-10.927142970996197,4050.1397057394693,0.0,-4.029659104622628,3059.49753044038,0.0
488.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.016204046579048,4064.006138743375,0.0,-4.137890700925257,3073.5862784778883,0.0
490.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.105091399414446,4077.8683804755547,0.0,-4.245714230507936,3087.673104952571,0.0
492.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.193806847292239,4091.726405745507,0.0,-4.35313530865831,3101.7579672777388,0.0
494.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.28235218288229,4105.580189480497,0.0,-4.460159449054378,3115.8408233296486,0.0
496.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.370729174164834,4119.4297067236685,0.0,-4.566792066031679,3129.9216314371724,0.0
498.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.458939564852054,4133.274932632156,0.0,-4.673038476790641,3144.0003503717126,0.0
500.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.546985074801157,4147.115842475276,0.0,-4.778903903545924,3158.0769393374107,0.0
502.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.634867400418972,4160.95241163272,0.0,-4.884393475619379,3172.151357961611,0.0
504.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.722588215058552,4174.784615592815,0.0,-4.989512231478566,3186.223566285571,0.0
506.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.810149169407616,4188.612429950795,0.0,-5.09426512072218,3200.2935247554265,0.0
508.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.897551891869321,4202.4358304071275,0.0,-5.198657006014175,3214.3611942133866,0.0
510.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-11.984797988935355,4216.254792765861,0.0,-5.302692664967995,3228.4265358891685,0.0
512.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.071889045551648,4230.069292933006,0.0,-5.406376791982506,3242.489511391649,0.0
514.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.158826625476765,4243.879306914968,0.0,-5.509714000030937,3256.5500827007377,0.0
516.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.245612271633266,4257.684810816983,0.0,-5.612708822404319,3270.6082121594573,0.0
518.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.332247506452028,4271.485780841604,0.0,-5.71536571441059,3284.6638624662287,0.0
520.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.418733832209988,4285.282193287216,0.0,-5.817689055031029,3298.7169966673614,0.0
522.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.505072731360928,4299.074024546571,0.0,-5.919683148534566,3312.7675781497214,0.0
524.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.591265666860211,4312.861251105371,0.0,-6.02135222605216,3326.8155706336065,0.0
526.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.67731408248285,4326.643849540856,0.0,-6.122700447111462,3340.8609381657825,0.0
528.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.76321940313553,4340.421796520435,0.0,-6.223731901133448,3354.9036451127085,0.0
530.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.848983035162629,4354.195068800344,0.0,-6.324450608892039,3368.9436561539296,0.0
532.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-12.934606366646218,4367.963643224325,0.0,-6.424860523937562,3382.9809362756323,0.0
534.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-13.020090767700381,4381.727496722328,0.0,-6.524965533985314,3397.0154507643647,0.0
536.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-13.105437590759868,4395.486606309254,0.0,-6.62476946227013,3411.047165200915,0.0
538.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-13.190648170863176,4409.2409490837035,0.0,-6.724276068867813,3425.0760454543356,0.0
540.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-13.275723825930266,4422.990502226761,0.0,-6.823489051984498,3439.1020576761175,0.0
542.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,735.9869076110137,0.0,0.0,,,0.0,882610.6513734465,3757513.2536085485,3757513.253608545,3757513.253608545,0.0,3.725290298461914e-09,0.0,-13.360665857035043,4436.735243000803,0.0,-6.922412049214868,3453.125168294514,0.0
